1044	11140	0
1044	10002	0
1044	6381	0
1044	3665	0
1044	8626	0
1044	8197	0
1044	5398	0
1044	5396	0
1044	9983	0
1044	10688	0
1044	9560	0
1044	11416	0
1044	4035	0
1044	1348	4
1044	1479	4
1044	1446	4
1044	214	4
1044	172	4
1044	873	4
1044	1043	4
1044	701	4
1044	785	4
1044	1467	4
1044	1635	4
1044	427	4
1044	1484	4
1044	1655	4
1044	435	4
1044	1763	4
1044	513	4
11140	11570	2
11140	8197	5
11140	7916	5
11140	9333	5
11140	7089	5
11140	8161	5
11140	2970	5
11140	7878	5
11140	9291	5
11140	2475	5
11140	7540	5
11140	3604	5
11140	11315	5
11140	2196	5
11140	10060	5
11140	7066	5
11140	8530	5
11140	9828	5
11140	10980	5
11140	6490	5
11140	6129	5
11140	6722	5
11140	9445	5
11140	11265	5
11140	3088	5
11140	9988	5
11140	11111	5
11140	2922	5
11140	2181	5
11140	10644	5
11140	2385	5
11140	8261	5
11140	5324	5
11140	8285	5
11140	7449	5
11140	4997	5
11140	6592	5
11140	3117	5
11140	2928	5
11140	2962	5
11140	9308	5
11140	5753	5
11140	5082	5
11140	3145	5
11140	6623	5
11140	4092	5
11140	2929	5
11140	3081	5
11140	4861	5
11140	7148	5
11140	8398	5
10002	11568	2
6381	11570	2
3665	11569	2
8626	11560	2
8197	11569	2
5398	11569	2
5396	11569	2
9983	11572	2
10688	11569	2
9560	11570	2
11416	11568	2
4035	11570	2
1160	9780	0
1160	7937	0
1160	2785	0
1160	7916	0
1160	1287	4
1160	1286	4
1160	1979	4
1160	1980	4
1160	137	4
1160	940	4
1160	1368	4
1160	299	4
1160	298	4
1160	297	4
1160	557	4
1160	1440	4
1160	997	4
1160	1565	4
1160	1056	4
1160	1193	4
1160	1532	4
1160	535	4
1160	534	4
1160	536	4
1160	616	4
1160	969	4
1160	1041	4
1160	562	4
1160	1493	4
1160	867	4
1160	65	4
1160	1274	4
1160	1961	4
1160	1718	4
1160	820	4
1160	821	4
1160	114	4
1160	115	4
1160	1226	4
1160	781	4
1160	780	4
1160	1839	4
1160	1393	4
1160	143	4
1160	1349	4
1160	607	4
1160	325	4
1160	988	4
1160	85	4
1160	764	4
1160	492	4
1160	1696	4
1160	653	4
1160	652	4
1160	789	4
1160	1005	4
1160	327	4
1160	1463	4
1160	1195	4
1160	1426	4
1160	1351	4
1160	1092	4
1160	550	4
1160	1544	4
1160	805	4
1160	1359	4
1160	1360	4
1160	1277	4
1160	1278	4
1160	970	4
1160	1432	4
1160	1003	4
1160	548	4
1160	710	4
1160	711	4
1160	1691	4
1160	1488	4
1160	1116	4
1160	1117	4
1160	1381	4
1160	426	4
1160	1645	4
1160	668	4
1160	1743	4
1160	1569	4
1160	30	4
1160	1896	4
1160	843	4
1160	842	4
1160	844	4
1160	1820	4
1160	708	4
1160	707	4
1160	542	4
1160	1855	4
1160	1883	4
1160	79	4
1160	1710	4
1160	745	4
1160	1777	4
1160	1031	4
1160	105	4
1160	320	4
1160	1317	4
1160	1316	4
1160	445	4
1160	651	4
1160	1491	4
1160	362	4
1160	1875	4
1160	1951	4
1160	1950	4
1160	1039	4
1160	1046	4
1160	1045	4
1160	605	4
1160	606	4
1160	1153	4
1160	324	4
1160	1321	4
1160	1640	4
1160	1232	4
1160	964	4
1160	1469	4
1160	1472	4
1160	1543	4
1160	645	4
1160	564	4
1160	648	4
1160	1686	4
1160	1563	4
1160	1624	4
1160	1429	4
1160	1379	4
1160	185	4
1160	1706	4
1160	1895	4
1160	1029	4
1160	818	4
1160	1946	4
1160	1564	4
1160	343	4
1160	1343	4
1160	1256	4
1160	846	4
1160	845	4
1160	981	4
1160	983	4
