3676	545	0
3676	7370	0
3676	1059	0
3676	1459	0
3676	5535	0
3676	8120	0
3676	6730	0
3676	497	0
3676	9442	0
3676	5286	0
3676	9133	0
3677	3323	0
3677	9101	0
3677	47	0
3677	9280	0
3677	6699	0
3677	5183	0
3677	3138	0
3677	2328	0
3677	9053	0
3677	5991	0
3678	1788	0
3678	9525	0
3678	7177	0
3678	2264	0
3678	1580	0
3678	429	0
3679	1287	0
3679	3998	0
3679	1412	0
3679	9534	0
3679	9119	0
3679	1663	0
3679	8099	0
3679	5127	0
3679	4292	0
3679	145	0
3679	8201	0
3679	4831	0
3679	1716	0
3679	2207	0
3679	705	0
3680	174	0
3680	3991	0
3680	2156	0
3680	8225	0
3680	3641	0
3680	7539	0
3680	4618	0
3680	5791	0
3680	8540	0
3680	416	0
3681	1171	0
3681	3001	0
3681	5350	0
3681	1892	0
3681	8849	0
3681	2628	0
3681	3745	0
3681	6326	0
3681	2726	0
3681	5879	0
3681	8330	0
3681	4928	0
3681	6258	0
3681	2987	0
3681	589	0
3682	1981	0
3682	1305	0
3682	8383	0
3682	119	0
3682	8999	0
3682	586	0
3682	7298	0
3682	8953	0
3682	4610	0
3682	4930	0
3682	6506	0
3682	978	0
3682	4921	0
3683	2787	0
3683	5851	0
3683	488	0
3683	2416	0
3683	4799	0
3683	194	0
3683	1798	0
3683	8689	0
3683	9703	0
3683	8873	0
3683	6817	0
3683	487	0
3683	1687	0
3683	266	0
3683	3845	0
3684	2982	0
3684	5929	0
3684	4261	0
3684	1907	0
3684	6090	0
3684	1732	0
3684	8926	0
3684	2265	0
3685	742	0
3685	557	0
3685	8321	0
3685	78	0
3685	6510	0
3685	6386	0
3685	932	0
3685	4550	0
3685	9446	0
3685	4604	0
3685	3474	0
3685	7078	0
3685	2315	0
3685	8433	0
3685	1290	0
3686	3522	0
3686	8250	0
3686	7747	0
3686	7225	0
3687	2302	0
3687	8442	0
3687	6259	0
3687	4124	0
3687	731	0
3687	7344	0
3687	3512	0
3687	1633	0
3687	8093	0
3687	2215	0
3687	4908	0
3687	1894	0
3687	9244	0
3688	1786	0
3688	4828	0
3688	2054	0
3688	3104	0
3688	9177	0
3688	217	0
3688	9051	0
3688	8080	0
3688	310	0
3688	6258	0
3688	2987	0
3688	961	0
3688	3275	0
3688	1034	0
3688	8233	0
3688	800	0
3688	2655	0
3688	9352	0
3688	4608	0
3688	1861	0
3688	8071	0
3688	5263	0
3688	2115	0
3688	9587	0
3688	7754	0
3688	1850	0
3688	4659	0
3688	4393	0
3688	9384	0
3688	9455	0
3688	6938	0
3688	84	0
3688	8293	0
3688	8974	0
3689	3334	0
3689	6839	0
3689	8267	0
3689	7648	0
3690	2121	0
3690	3995	0
3690	7369	0
3690	2464	0
3690	8817	0
3690	7974	0
3690	5965	0
3690	1815	0
3690	8220	0
3691	2793	0
3691	8139	0
3691	6986	0
3691	7897	0
3692	417	0
3692	9047	0
3692	5485	0
3692	1491	0
3692	7835	0
3692	1245	0
3693	2236	0
3693	9635	0
3693	6087	0
3693	7420	0
3693	3322	0
3693	3430	0
3694	2705	0
3694	8890	0
3694	7113	0
3694	7142	0
3694	1661	0
3695	3292	0
3695	9247	0
3695	6265	0
3695	7738	0
3696	2334	0
3696	7870	0
3696	3491	0
3696	4099	0
3696	2691	0
3696	8892	0
3696	3677	0
3696	4467	0
3696	2194	0
3696	47	0
3696	5614	0
3696	6049	0
3696	9653	0
3696	7303	0
3696	1718	0
3697	2539	0
3697	4982	0
3697	7626	0
